
Call:
model.avg(object = stse_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
4/17/21/26   5 -13.97 40.09 23.45   0.00
3/5/17/29    6 -12.49 40.09 23.45   0.00
4/15/17/29   6 -12.49 40.09 23.45   0.00
17/22/29/30  6 -12.49 40.09 23.45   0.00
15/17/18/29  6 -12.49 40.09 23.45   0.00
3/17/29/30   6 -12.49 40.09 23.45   0.00
5/17/22/29   6 -12.49 40.09 23.45   0.00
14/17/18/24  5 -13.98 40.09 23.45   0.00
4/5/17/29    6 -12.49 40.10 23.45   0.00
1/7/14       4 -15.36 40.10 23.46   0.00
16/17/29/30  6 -12.49 40.10 23.46   0.00
1/3/11/26    6 -12.50 40.10 23.46   0.00
5/17/21/29   6 -12.50 40.10 23.46   0.00
7/13/17/19   5 -13.98 40.10 23.46   0.00
5/17/18/29   6 -12.50 40.10 23.46   0.00
6/17/24/26   5 -13.98 40.11 23.46   0.00
6/17/20/26   5 -13.98 40.11 23.47   0.00
4/6/14/17    5 -13.98 40.11 23.47   0.00
1/2/19       4 -15.37 40.11 23.47   0.00
1/13/16/25   5 -13.98 40.11 23.47   0.00
1/6/15/20    5 -13.99 40.12 23.48   0.00
6/16/17/26   5 -13.99 40.12 23.48   0.00
1/6/29       5 -13.99 40.12 23.48   0.00
1/12/19      4 -15.37 40.12 23.48   0.00
2/6/14/17    5 -13.99 40.12 23.48   0.00
12/17/25/26  5 -13.99 40.12 23.48   0.00
3/14/17/24   5 -13.99 40.12 23.48   0.00
14/17/20/30  5 -13.99 40.12 23.48   0.00
1/10/20/30   6 -12.51 40.12 23.48   0.00
6/17/18/26   5 -13.99 40.12 23.48   0.00
17/18/26/30  5 -13.99 40.12 23.48   0.00
1/5/6        4 -15.37 40.13 23.48   0.00
7/8/17/28    7 -10.91 40.13 23.49   0.00
1/5/19       4 -15.37 40.13 23.49   0.00
1/19/21      4 -15.37 40.13 23.49   0.00
1/5/8/18     5 -13.99 40.13 23.49   0.00
7/10/17/26   6 -12.51 40.13 23.49   0.00
1/7/13/20    5 -14.00 40.13 23.49   0.00
2/5/14/17    5 -14.00 40.13 23.49   0.00
1/6/24       4 -15.38 40.13 23.49   0.00
1/3/8/22     5 -14.00 40.14 23.50   0.00
12/17/26/30  5 -14.00 40.14 23.50   0.00
4/14/17/24   5 -14.00 40.14 23.50   0.00
17/24/26/30  5 -14.00 40.15 23.50   0.00
1/14/15/20   5 -14.00 40.15 23.51   0.00
1/7/20/22    5 -14.00 40.15 23.51   0.00
1/15/27      4 -15.39 40.15 23.51   0.00
2/14/17/18   5 -14.00 40.15 23.51   0.00
1/6/12       4 -15.39 40.15 23.51   0.00
1/19/26/29   6 -12.52 40.15 23.51   0.00
6/17/24/29   6 -12.52 40.15 23.51   0.00
12/17/21/26  5 -14.00 40.15 23.51   0.00
3/4/17/29    6 -12.52 40.15 23.51   0.00
4/17/29/30   6 -12.52 40.15 23.51   0.00
1/7/9/14     5 -14.01 40.15 23.51   0.00
17/24/29/30  6 -12.52 40.15 23.51   0.00
17/18/29/30  6 -12.52 40.16 23.51   0.00
1/7/13       4 -15.39 40.16 23.51   0.00
2/14/17/21   5 -14.01 40.16 23.51   0.00
17/21/29/30  6 -12.52 40.16 23.52   0.00
1/2/6        4 -15.39 40.16 23.52   0.00
9/17/26/30   5 -14.01 40.16 23.52   0.00
11/17/25/29  7 -10.93 40.16 23.52   0.00
1/25/28      6 -12.53 40.16 23.52   0.00
2/14/16/17   5 -14.01 40.16 23.52   0.00
1/6/21       4 -15.39 40.17 23.52   0.00
1/13/15/20   5 -14.01 40.17 23.52   0.00
1/16/22/25   5 -14.01 40.17 23.53   0.00
6/17/22/29   6 -12.53 40.17 23.53   0.00
3/16/17/29   6 -12.53 40.17 23.53   0.00
14/17/21/24  5 -14.01 40.17 23.53   0.00
14/16/17/24  5 -14.01 40.17 23.53   0.00
16/17/26/30  5 -14.01 40.17 23.53   0.00
10/15/17/26  6 -12.53 40.17 23.53   0.00
4/17/20/26   5 -14.02 40.17 23.53   0.00
1/15/16/19   5 -14.02 40.18 23.54   0.00
12/17/18/26  5 -14.02 40.18 23.54   0.00
4/16/17/26   5 -14.02 40.18 23.54   0.00
6/17/18/29   6 -12.54 40.19 23.54   0.00
1/18/30      4 -15.40 40.19 23.55   0.00
6/17/21/29   6 -12.54 40.19 23.55   0.00
1/3/7/8      5 -14.02 40.19 23.55   0.00
3/6/17/29    6 -12.54 40.19 23.55   0.00
1/3/8/15     5 -14.03 40.19 23.55   0.00
1/7/30       4 -15.41 40.19 23.55   0.00
5/6/14/17    5 -14.03 40.20 23.56   0.00
4/17/24/26   5 -14.03 40.20 23.56   0.00
17/20/25/26  5 -14.03 40.21 23.56   0.00
17/24/25/26  5 -14.03 40.21 23.57   0.00
16/17/21/26  5 -14.03 40.21 23.57   0.00
4/9/17/26    5 -14.03 40.21 23.57   0.00
17/20/21/26  5 -14.03 40.21 23.57   0.00
16/17/18/29  6 -12.55 40.21 23.57   0.00
5/14/17/30   5 -14.03 40.21 23.57   0.00
17/18/21/26  5 -14.04 40.21 23.57   0.00
9/17/25/26   5 -14.04 40.21 23.57   0.00
17/18/25/26  5 -14.04 40.21 23.57   0.00
4/17/18/26   5 -14.04 40.21 23.57   0.00
10/16/17/26  6 -12.55 40.21 23.57   0.00
1/15/22      4 -15.42 40.22 23.58   0.00
17/21/24/26  5 -14.04 40.22 23.58   0.00
16/17/24/29  6 -12.56 40.22 23.58   0.00
16/17/21/29  6 -12.56 40.23 23.58   0.00
10/14/17/22  6 -12.56 40.23 23.58   0.00
4/16/17/29   6 -12.56 40.23 23.59   0.00
1/15/30      4 -15.42 40.23 23.59   0.00
17/22/24/29  6 -12.56 40.23 23.59   0.00
4/17/22/29   6 -12.56 40.24 23.59   0.00
9/17/21/26   5 -14.05 40.24 23.60   0.00
3/17/22/29   6 -12.56 40.24 23.60   0.00
10/14/17/25  6 -12.57 40.24 23.60   0.00
6/14/17/20   5 -14.05 40.25 23.61   0.00
1/6/18/20    5 -14.05 40.25 23.61   0.00
1/14/18      4 -15.43 40.25 23.61   0.00
5/14/17/20   5 -14.05 40.25 23.61   0.00
1/6/26/29    6 -12.57 40.25 23.61   0.00
14/16/17/30  5 -14.06 40.25 23.61   0.00
1/3/6/16     5 -14.06 40.26 23.62   0.00
1/14/16/25   5 -14.06 40.26 23.62   0.00
6/14/17/21   5 -14.06 40.26 23.62   0.00
1/16/25/27   5 -14.06 40.26 23.62   0.00
17/21/22/29  6 -12.57 40.26 23.62   0.00
1/6/7/27     5 -14.06 40.26 23.62   0.00
17/18/22/29  6 -12.57 40.26 23.62   0.00
6/14/17/18   5 -14.06 40.26 23.62   0.00
6/14/16/17   5 -14.06 40.26 23.62   0.00
1/10/20/26   6 -12.58 40.27 23.62   0.00
1/8/9/18     5 -14.06 40.27 23.63   0.00
1/20/25/29   6 -12.58 40.27 23.63   0.00
1/25/29      5 -14.06 40.27 23.63   0.00
17/23/29     6 -12.58 40.27 23.63   0.00
1/2/3/8      5 -14.07 40.28 23.63   0.00
2/13/17/30   5 -14.07 40.28 23.64   0.00
3/17/18/29   6 -12.58 40.28 23.64   0.00
14/17/19/23  6 -12.58 40.28 23.64   0.00
2/17/23/26   6 -12.59 40.29 23.64   0.00
10/17/18/26  6 -12.59 40.29 23.65   0.00
3/14/17/30   5 -14.07 40.29 23.65   0.00
1/3/6/13     5 -14.07 40.29 23.65   0.00
10/17/20/26  6 -12.59 40.29 23.65   0.00
12/17/24/26  5 -14.07 40.29 23.65   0.00
4/14/17/30   5 -14.08 40.29 23.65   0.00
1/18/19/25   5 -14.08 40.29 23.65   0.00
14/17/21/30  5 -14.08 40.29 23.65   0.00
2/9/13/17    5 -14.08 40.30 23.65   0.00
1/2/7/20     5 -14.08 40.30 23.66   0.00
14/17/18/30  5 -14.08 40.30 23.66   0.00
1/9/16/25    5 -14.08 40.30 23.66   0.00
12/16/17/26  5 -14.08 40.30 23.66   0.00
8/17/21/28   7 -11.00 40.31 23.66   0.00
3/17/21/29   6 -12.60 40.31 23.67   0.00
3/17/24/29   6 -12.60 40.31 23.67   0.00
17/18/24/29  6 -12.60 40.31 23.67   0.00
1/3/8/27     5 -14.08 40.31 23.67   0.00
6/10/14/17   6 -12.60 40.31 23.67   0.00
3/5/14/17    5 -14.08 40.31 23.67   0.00
10/12/17/26  6 -12.60 40.31 23.67   0.00
10/12/14/17  6 -12.60 40.32 23.67   0.00
1/12/16/25   5 -14.09 40.32 23.68   0.00
12/17/20/26  5 -14.09 40.32 23.68   0.00
1/8/13/18    5 -14.09 40.32 23.68   0.00
4/17/24/29   6 -12.61 40.32 23.68   0.00
4/17/18/29   6 -12.61 40.32 23.68   0.00
2/3/13/17    5 -14.09 40.32 23.68   0.00
1/11/12/26   6 -12.61 40.32 23.68   0.00
10/15/17     5 -14.09 40.32 23.68   0.00
11/14/17/27  6 -12.61 40.32 23.68   0.00
4/17/21/29   6 -12.61 40.33 23.68   0.00
8/17/24/28   7 -11.01 40.33 23.68   0.00
10/17/21/26  6 -12.61 40.33 23.69   0.00
9/12/17/26   5 -14.09 40.33 23.69   0.00
2/17/23/27   6 -12.61 40.33 23.69   0.00
17/18/20/26  5 -14.10 40.33 23.69   0.00
16/17/20/26  5 -14.10 40.33 23.69   0.00
17/18/21/29  6 -12.61 40.34 23.70   0.00
17/20/24/26  5 -14.10 40.34 23.70   0.00
9/17/18/26   5 -14.10 40.34 23.70   0.00
17/21/24/29  6 -12.61 40.34 23.70   0.00
16/17/24/26  5 -14.10 40.34 23.70   0.00
2/10/17      5 -14.10 40.34 23.70   0.00
16/17/18/26  5 -14.10 40.34 23.70   0.00
1/3/13/19    5 -14.10 40.35 23.70   0.00
1/3/8/12     5 -14.10 40.35 23.71   0.00
1/3/6/15     5 -14.10 40.35 23.71   0.00
1/8/9/15     5 -14.10 40.35 23.71   0.00
5/14/17/18   5 -14.10 40.35 23.71   0.00
2/13/17/21   5 -14.11 40.35 23.71   0.00
5/14/17/21   5 -14.11 40.36 23.71   0.00
9/17/19      4 -15.49 40.36 23.71   0.00
17/18/24/26  5 -14.11 40.36 23.71   0.00
9/17/24/26   5 -14.11 40.36 23.72   0.00
1/5/26/29    6 -12.63 40.36 23.72   0.00
5/14/16/17   5 -14.11 40.36 23.72   0.00
1/16/25/30   5 -14.11 40.36 23.72   0.00
4/5/14/17    5 -14.11 40.36 23.72   0.00
1/16/24/25   5 -14.11 40.36 23.72   0.00
5/8/17/28    7 -11.03 40.36 23.72   0.00
10/17/25/26  6 -12.63 40.36 23.72   0.00
1/9/15/19    5 -14.11 40.37 23.73   0.00
11/13/17/27  6 -12.63 40.37 23.73   0.00
9/17/20/26   5 -14.11 40.37 23.73   0.00
4/14/17/20   5 -14.11 40.37 23.73   0.00
1/4/15       4 -15.50 40.37 23.73   0.00
1/16/30      4 -15.50 40.37 23.73   0.00
10/14/15/17  6 -12.63 40.37 23.73   0.00
2/8/17/28    7 -11.03 40.37 23.73   0.00
1/5/10/26    6 -12.63 40.37 23.73   0.00
9/16/17/26   5 -14.12 40.37 23.73   0.00
7/13/17/25   5 -14.12 40.38 23.74   0.00
1/3/4/8      5 -14.12 40.38 23.74   0.00
1/3/5/8      5 -14.12 40.38 23.74   0.00
1/3/14/19    5 -14.12 40.38 23.74   0.00
7/15/17      4 -15.50 40.38 23.74   0.00
10/17/24/26  6 -12.64 40.38 23.74   0.00
9/10/17/26   6 -12.64 40.38 23.74   0.00
1/2/15/20    5 -14.12 40.39 23.75   0.00
4/10/17/26   6 -12.64 40.39 23.75   0.00
2/13/16/17   5 -14.12 40.39 23.75   0.00
3/14/17/20   5 -14.12 40.39 23.75   0.00
1/3/7/19     5 -14.12 40.39 23.75   0.00
1/6/14/20    5 -14.12 40.39 23.75   0.00
1/3/8/16     5 -14.13 40.39 23.75   0.00
1/15/20/22   5 -14.13 40.40 23.76   0.00
3/10/17/26   6 -12.64 40.40 23.76   0.00
8/17/25/28   7 -11.05 40.41 23.77   0.00
7/13/15/17   5 -14.13 40.41 23.77   0.00
1/3/8/24     5 -14.13 40.41 23.77   0.00
1/3/8/21     5 -14.13 40.41 23.77   0.00
1/2/16/25    5 -14.13 40.41 23.77   0.00
1/16/21/25   5 -14.14 40.41 23.77   0.00
1/18/20/27   5 -14.14 40.42 23.78   0.00
1/15/16/20   5 -14.14 40.42 23.78   0.00
14/17/20/21  5 -14.14 40.42 23.78   0.00
1/7/8/14     5 -14.14 40.42 23.78   0.00
1/10/24/26   6 -12.66 40.43 23.79   0.00
10/17/19     5 -14.14 40.43 23.79   0.00
14/17/18/20  5 -14.14 40.43 23.79   0.00
14/16/17/20  5 -14.14 40.43 23.79   0.00
1/3/6/7      5 -14.14 40.43 23.79   0.00
1/8/9/12     5 -14.14 40.43 23.79   0.00
4/14/16/17   5 -14.15 40.43 23.79   0.00
8/12/17/28   7 -11.06 40.44 23.80   0.00
1/3/4/6      5 -14.15 40.45 23.80   0.00
1/22/26/29   6 -12.67 40.45 23.80   0.00
13/16/17/19  5 -14.15 40.45 23.80   0.00
4/14/17/21   5 -14.15 40.45 23.81   0.00
13/17/19/20  5 -14.15 40.45 23.81   0.00
1/7/18/25    5 -14.15 40.45 23.81   0.00
1/13/18      4 -15.53 40.45 23.81   0.00
1/11/20/26   6 -12.67 40.45 23.81   0.00
1/19/25/27   5 -14.15 40.45 23.81   0.00
1/14/19/25   5 -14.15 40.45 23.81   0.00
4/14/17/18   5 -14.16 40.45 23.81   0.00
1/4/9        4 -15.54 40.45 23.81   0.00
1/3/14/25    5 -14.16 40.45 23.81   0.00
3/4/14/17    5 -14.16 40.45 23.81   0.00
13/17/19/21  5 -14.16 40.46 23.81   0.00
1/7/8/30     5 -14.16 40.46 23.82   0.00
3/14/16/17   5 -14.16 40.46 23.82   0.00
8/17/22/28   7 -11.08 40.46 23.82   0.00
3/14/17/21   5 -14.16 40.46 23.82   0.00
4/13/15/17   5 -14.16 40.46 23.82   0.00
1/5/15       4 -15.54 40.46 23.82   0.00
3/14/17/18   5 -14.16 40.47 23.83   0.00
1/4/13       4 -15.54 40.47 23.83   0.00
1/2/26/29    6 -12.68 40.47 23.83   0.00
14/16/17/21  5 -14.17 40.47 23.83   0.00
1/13/19/25   5 -14.17 40.47 23.83   0.00
1/4/6/25     5 -14.17 40.47 23.83   0.00
1/3/25/27    5 -14.17 40.48 23.84   0.00
14/17/18/21  5 -14.17 40.48 23.84   0.00
14/16/17/18  5 -14.17 40.48 23.84   0.00
1/12/23/26   6 -12.69 40.48 23.84   0.00
8/16/17/28   7 -11.09 40.49 23.84   0.00
8/17/18/28   7 -11.09 40.49 23.84   0.00
1/3/6/24     5 -14.17 40.49 23.85   0.00
1/19/29      5 -14.17 40.49 23.85   0.00
1/18/27      4 -15.56 40.49 23.85   0.00
1/3/19/27    5 -14.17 40.49 23.85   0.00
1/14/15/19   5 -14.18 40.49 23.85   0.00
1/6/7/14     5 -14.18 40.50 23.86   0.00
1/4/15/20    5 -14.18 40.50 23.86   0.00
17/23/27/29  7 -11.10 40.50 23.86   0.00
1/7/20/27    5 -14.18 40.50 23.86   0.00
1/22/30      4 -15.56 40.50 23.86   0.00
13/17/19/30  5 -14.18 40.50 23.86   0.00
1/7/27       4 -15.56 40.50 23.86   0.00
1/2/15       4 -15.56 40.51 23.86   0.00
2/9/17       4 -15.56 40.51 23.86   0.00
1/12/15      4 -15.57 40.51 23.87   0.00
1/15/24      4 -15.57 40.51 23.87   0.00
1/3/18/25    5 -14.19 40.51 23.87   0.00
1/7/14/20    5 -14.19 40.52 23.88   0.00
1/15/21      4 -15.57 40.52 23.88   0.00
1/4/8/9      5 -14.19 40.52 23.88   0.00
1/8/18/27    5 -14.19 40.52 23.88   0.00
1/5/8/9      5 -14.19 40.52 23.88   0.00
1/2/8/18     5 -14.19 40.53 23.88   0.00
1/7/19/20    5 -14.19 40.53 23.89   0.00
3/13/17/19   5 -14.19 40.53 23.89   0.00
7/17/19      4 -15.58 40.53 23.89   0.00
13/15/17/30  5 -14.19 40.53 23.89   0.00
1/7/16       4 -15.58 40.54 23.89   0.00
1/8/16/18    5 -14.20 40.54 23.90   0.00
4/13/17/25   5 -14.20 40.54 23.90   0.00
1/18/22      4 -15.58 40.54 23.90   0.00
1/9/11/26    6 -12.72 40.54 23.90   0.00
1/3/6/18     5 -14.20 40.55 23.90   0.00
1/6/13/20    5 -14.21 40.55 23.91   0.00
1/9/19/25    5 -14.21 40.56 23.91   0.00
1/4/8/18     5 -14.21 40.56 23.92   0.00
1/10/12/26   6 -12.72 40.56 23.92   0.00
1/13/18/20   5 -14.21 40.56 23.92   0.00
4/13/17/19   5 -14.21 40.56 23.92   0.00
12/13/17/19  5 -14.21 40.57 23.92   0.00
1/8/18/22    5 -14.21 40.57 23.92   0.00
10/17/25     5 -14.21 40.57 23.92   0.00
1/8/12/18    5 -14.21 40.57 23.93   0.00
6/13/17/25   5 -14.22 40.58 23.93   0.00
1/9/18       4 -15.60 40.58 23.94   0.00
2/5/13/17    5 -14.22 40.58 23.94   0.00
1/16/25/28   7 -11.14 40.58 23.94   0.00
1/8/18/24    5 -14.22 40.58 23.94   0.00
5/13/17/19   5 -14.22 40.58 23.94   0.00
1/8/26/28    7 -11.14 40.58 23.94   0.00
6/13/15/17   5 -14.22 40.58 23.94   0.00
1/18/26/29   6 -12.74 40.58 23.94   0.00
1/3/13/25    5 -14.22 40.59 23.94   0.00
1/14/30      4 -15.60 40.59 23.95   0.00
14/17/23/26  6 -12.74 40.59 23.95   0.00
1/3/24/25    5 -14.22 40.59 23.95   0.00
1/6/19/25    5 -14.22 40.59 23.95   0.00
1/7/23/26    6 -12.74 40.59 23.95   0.00
1/3/26/28    7 -11.14 40.59 23.95   0.00
1/4/7        4 -15.61 40.59 23.95   0.00
1/8/18/21    5 -14.23 40.59 23.95   0.00
1/3/6/22     5 -14.23 40.60 23.95   0.00
9/15/17      4 -15.61 40.60 23.95   0.00
17/19/25     4 -15.61 40.60 23.95   0.00
1/15/19/27   5 -14.23 40.60 23.96   0.00
7/13/17/18   5 -14.23 40.60 23.96   0.00
1/3/19/22    5 -14.23 40.60 23.96   0.00
1/5/18       4 -15.61 40.60 23.96   0.00
1/6/9/20     5 -14.23 40.60 23.96   0.00
1/15/19/30   5 -14.23 40.60 23.96   0.00
1/9/22       4 -15.62 40.61 23.97   0.00
1/2/7        4 -15.62 40.61 23.97   0.00
13/17/19/22  5 -14.24 40.61 23.97   0.00
1/5/8/30     5 -14.24 40.61 23.97   0.00
1/7/8/13     5 -14.24 40.62 23.97   0.00
1/14/18/20   5 -14.24 40.62 23.97   0.00
1/2/3/6      5 -14.24 40.62 23.97   0.00
7/17/25      4 -15.62 40.62 23.98   0.00
1/8/9/24     5 -14.24 40.62 23.98   0.00
6/13/17/19   5 -14.24 40.62 23.98   0.00
1/5/19/25    5 -14.24 40.62 23.98   0.00
1/2/19/25    5 -14.24 40.62 23.98   0.00
1/19/25/30   5 -14.24 40.62 23.98   0.00
2/13/17/22   5 -14.24 40.63 23.99   0.00
1/14/26/29   6 -12.76 40.63 23.99   0.00
1/15/20/24   5 -14.24 40.63 23.99   0.00
2/6/13/17    5 -14.24 40.63 23.99   0.00
1/8/14/30    5 -14.25 40.63 23.99   0.00
13/17/18/19  5 -14.25 40.63 23.99   0.00
2/4/13/17    5 -14.25 40.63 23.99   0.00
1/19/22/25   5 -14.25 40.64 24.00   0.00
1/2/3/19     5 -14.25 40.64 24.00   0.00
1/12/19/25   5 -14.25 40.64 24.00   0.00
1/13/15/19   5 -14.25 40.64 24.00   0.00
1/9/12       4 -15.63 40.64 24.00   0.00
2/13/17/24   5 -14.25 40.64 24.00   0.00
2/13/17/18   5 -14.25 40.64 24.00   0.00
1/19/21/25   5 -14.25 40.64 24.00   0.00
1/7/12       4 -15.63 40.64 24.00   0.00
2/13/17/20   5 -14.25 40.65 24.00   0.00
1/11/19/26   6 -12.77 40.65 24.01   0.00
2/12/13/17   5 -14.25 40.65 24.01   0.00
13/17/19/24  5 -14.26 40.66 24.02   0.00
1/16/18      4 -15.64 40.66 24.02   0.00
1/12/15/20   5 -14.26 40.66 24.02   0.00
1/5/15/20    5 -14.26 40.66 24.02   0.00
1/15/20/21   5 -14.26 40.66 24.02   0.00
1/16/26/29   6 -12.78 40.66 24.02   0.00
1/26/27/29   6 -12.78 40.66 24.02   0.00
1/3/7/25     5 -14.26 40.66 24.02   0.00
7/10/14/17   6 -12.78 40.67 24.03   0.00
9/13/17/19   5 -14.26 40.67 24.03   0.00
1/3/6/12     5 -14.26 40.67 24.03   0.00
1/3/19/24    5 -14.26 40.67 24.03   0.00
1/21/26/29   6 -12.78 40.67 24.03   0.00
9/17/25      4 -15.65 40.67 24.03   0.00
1/7/9/19     5 -14.27 40.67 24.03   0.00
1/4/30       4 -15.65 40.68 24.03   0.00
13/15/17/25  5 -14.27 40.68 24.03   0.00
1/3/6/9      5 -14.27 40.68 24.04   0.00
1/3/5/6      5 -14.27 40.68 24.04   0.00
1/3/6/21     5 -14.27 40.68 24.04   0.00
1/9/24       4 -15.65 40.68 24.04   0.00
1/13/14      4 -15.65 40.68 24.04   0.00
1/2/8/9      5 -14.27 40.68 24.04   0.00
1/9/10/26    6 -12.79 40.69 24.05   0.00
1/8/9/22     5 -14.27 40.69 24.05   0.00
1/5/30       4 -15.66 40.69 24.05   0.00
9/17/23/27   6 -12.79 40.70 24.06   0.00
7/13/17/30   5 -14.28 40.70 24.06   0.00
1/3/18/19    5 -14.28 40.70 24.06   0.00
1/8/9/13     5 -14.28 40.70 24.06   0.00
1/3/10/26    6 -12.80 40.70 24.06   0.00
1/9/16       4 -15.66 40.71 24.06   0.00
1/9/20/24    5 -14.28 40.71 24.07   0.00
1/4/15/19    5 -14.28 40.71 24.07   0.00
3/10/14/17   6 -12.80 40.71 24.07   0.00
1/3/9/19     5 -14.29 40.71 24.07   0.00
1/7/24       4 -15.67 40.71 24.07   0.00
1/15/29      5 -14.29 40.72 24.08   0.00
1/13/22      4 -15.67 40.72 24.08   0.00
11/17/27/29  7 -11.21 40.72 24.08   0.00
15/17/24     4 -15.67 40.73 24.09   0.00
1/9/18/20    5 -14.29 40.73 24.09   0.00
4/10/13/17   6 -12.81 40.73 24.09   0.00
6/7/13/17    5 -14.29 40.73 24.09   0.00
1/11         4 -15.68 40.73 24.09   0.00
1/4/18       4 -15.68 40.74 24.09   0.00
1/22/27      4 -15.68 40.74 24.10   0.00
1/5/7        4 -15.68 40.74 24.10   0.00
1/7/21       4 -15.68 40.74 24.10   0.00
1/9/13       4 -15.68 40.74 24.10   0.00
1/8/9/16     5 -14.30 40.75 24.11   0.00
1/3/16/19    5 -14.30 40.75 24.11   0.00
1/12/18      4 -15.69 40.75 24.11   0.00
1/18/24      4 -15.69 40.75 24.11   0.00
1/2/18       4 -15.69 40.75 24.11   0.00
1/8/9/27     5 -14.31 40.75 24.11   0.00
1/8/9/21     5 -14.31 40.75 24.11   0.00
10/11/17/26  7 -11.22 40.76 24.11   0.00
1/18/21      4 -15.69 40.76 24.12   0.00
1/7/8/22     5 -14.31 40.76 24.12   0.00
1/20/23/26   6 -12.82 40.76 24.12   0.00
1/4/7/20     5 -14.31 40.76 24.12   0.00
1/4/13/20    5 -14.31 40.76 24.12   0.00
1/15/19/29   6 -12.83 40.76 24.12   0.00
1/9/27       4 -15.69 40.76 24.12   0.00
1/5/11/26    6 -12.83 40.76 24.12   0.00
1/18/20/22   5 -14.31 40.77 24.12   0.00
1/14/22      4 -15.70 40.77 24.13   0.00
6/9/17       4 -15.70 40.77 24.13   0.00
1/6/20/22    5 -14.31 40.77 24.13   0.00
1/24/30      4 -15.70 40.77 24.13   0.00
1/7/19/30    5 -14.32 40.77 24.13   0.00
1/12/18/20   5 -14.32 40.78 24.14   0.00
1/2/3/25     5 -14.32 40.78 24.14   0.00
1/4/9/20     5 -14.32 40.78 24.14   0.00
1/11/16/25   6 -12.84 40.79 24.14   0.00
1/27/30      4 -15.71 40.79 24.15   0.00
4/7/13/17    5 -14.32 40.79 24.15   0.00
1/2/30       4 -15.71 40.79 24.15   0.00
10/17/25/27  6 -12.84 40.79 24.15   0.00
1/11/20/25   6 -12.84 40.79 24.15   0.00
1/12/30      4 -15.71 40.80 24.16   0.00
1/8/22/30    5 -14.33 40.80 24.16   0.00
1/21/30      4 -15.71 40.80 24.16   0.00
13/15/17/22  5 -14.33 40.80 24.16   0.00
13/15/17/21  5 -14.33 40.80 24.16   0.00
1/20/26/28   7 -11.25 40.80 24.16   0.00
7/13/17/22   5 -14.33 40.81 24.17   0.00
1/5/9        4 -15.71 40.81 24.17   0.00
1/6/26/28    7 -11.25 40.81 24.17   0.00
1/13/16      4 -15.72 40.81 24.17   0.00
1/3/15/25    5 -14.33 40.81 24.17   0.00
17/19/24     4 -15.72 40.81 24.17   0.00
1/5/7/20     5 -14.34 40.82 24.18   0.00
1/7/20/24    5 -14.34 40.83 24.18   0.00
1/9/20/27    5 -14.34 40.83 24.18   0.00
9/10/17      5 -14.34 40.83 24.19   0.00
7/10/17      5 -14.35 40.83 24.19   0.00
12/13/15/17  5 -14.35 40.84 24.20   0.00
1/8/14/15    5 -14.35 40.84 24.20   0.00
1/10/25/26   6 -12.86 40.84 24.20   0.00
1/4/22       4 -15.73 40.84 24.20   0.00
1/9/14/20    5 -14.35 40.84 24.20   0.00
1/2/18/20    5 -14.35 40.85 24.20   0.00
1/7/18/19    5 -14.35 40.85 24.21   0.00
1/8/27/30    5 -14.35 40.85 24.21   0.00
1/4/11/26    6 -12.87 40.85 24.21   0.00
1/3/9/25     5 -14.35 40.85 24.21   0.00
1/6/7/25     5 -14.36 40.85 24.21   0.00
1/2/8/30     5 -14.36 40.85 24.21   0.00
1/6/20/24    5 -14.36 40.86 24.22   0.00
1/8/15/30    5 -14.36 40.86 24.22   0.00
1/7/29       5 -14.36 40.86 24.22   0.00
1/3/20/29    6 -12.87 40.86 24.22   0.00
1/8/16/30    5 -14.36 40.86 24.22   0.00
7/9/17       4 -15.74 40.86 24.22   0.00
1/15/19/22   5 -14.36 40.86 24.22   0.00
1/2/9        4 -15.74 40.87 24.22   0.00
1/7/12/20    5 -14.36 40.87 24.22   0.00
1/9/21       4 -15.74 40.87 24.23   0.00
17/25/30     4 -15.74 40.87 24.23   0.00
10/14/17/24  6 -12.88 40.87 24.23   0.00
1/18/19/20   5 -14.36 40.87 24.23   0.00
1/3/12/25    5 -14.36 40.87 24.23   0.00
1/8/13/14    5 -14.36 40.87 24.23   0.00
1/2/6/20     5 -14.37 40.87 24.23   0.00
1/3/5/19     5 -14.37 40.88 24.23   0.00
3/13/15/17   5 -14.37 40.88 24.24   0.00
1/5/18/20    5 -14.37 40.88 24.24   0.00
13/17/21/25  5 -14.37 40.88 24.24   0.00
1/18/20/24   5 -14.37 40.88 24.24   0.00
1/7/16/20    5 -14.37 40.88 24.24   0.00
1/3/12/19    5 -14.37 40.89 24.25   0.00
1/7/20/21    5 -14.37 40.89 24.25   0.00
13/14/17/23  6 -12.89 40.89 24.25   0.00
1/12/13      4 -15.76 40.89 24.25   0.00
1/16/18/20   5 -14.37 40.89 24.25   0.00
7/13/17/21   5 -14.38 40.89 24.25   0.00
1/4/8/30     5 -14.38 40.90 24.25   0.00
1/6/11/26    6 -12.89 40.90 24.25   0.00
7/13/17/24   5 -14.38 40.90 24.25   0.00
1/6/19/20    5 -14.38 40.90 24.25   0.00
1/6/16/20    5 -14.38 40.90 24.25   0.00
1/8/23/25    6 -12.89 40.90 24.26   0.00
1/3/4/25     5 -14.38 40.90 24.26   0.00
10/14/17/20  6 -12.89 40.90 24.26   0.00
