
Call:
model.avg(object = bab_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
2/16/27/29   7 -16.61 51.88 19.95   0.00
4/9/20/29    7 -16.61 51.88 19.95   0.00
11/14/20/24  7 -16.61 51.88 19.95   0.00
3/7/9/18     7 -16.61 51.88 19.95   0.00
11/12/15/29  7 -16.61 51.88 19.95   0.00
1/8/9/20     6 -18.26 51.88 19.95   0.00
4/17/20/30   6 -18.26 51.88 19.96   0.00
5/16/19/20   5 -19.79 51.88 19.96   0.00
6/8/16/17    6 -18.26 51.88 19.96   0.00
10/16/20     5 -19.79 51.89 19.96   0.00
1/7/12/20    6 -18.26 51.89 19.96   0.00
13/20/25/27  5 -19.79 51.89 19.96   0.00
16/17/25/29  7 -16.61 51.89 19.96   0.00
9/11/21/27   7 -16.61 51.89 19.96   0.00
12/19/22/30  5 -19.79 51.89 19.96   0.00
9/14/18/29   7 -16.61 51.89 19.96   0.00
2/11         5 -19.79 51.89 19.96   0.00
1/5/13/29    6 -18.26 51.89 19.96   0.00
1/5/7/20     6 -18.26 51.89 19.96   0.00
1/9/29       6 -18.26 51.89 19.96   0.00
1/6/8/9      6 -18.26 51.89 19.96   0.00
1/6/7/29     7 -16.61 51.89 19.96   0.00
2/8/11/15    7 -16.61 51.89 19.96   0.00
1/13/25/30   5 -19.79 51.89 19.96   0.00
11/14/22/28  8 -14.81 51.89 19.96   0.00
3/6/10/29    7 -16.61 51.89 19.96   0.00
15/16/24/26  7 -16.61 51.89 19.96   0.00
3/7/20/24    7 -16.61 51.89 19.96   0.00
1/13/20/25   5 -19.79 51.89 19.96   0.00
3/20/24/29   7 -16.61 51.89 19.96   0.00
5/17/20/21   6 -18.27 51.89 19.96   0.00
1/6/12/25    5 -19.79 51.89 19.96   0.00
5/8/16/17    6 -18.27 51.89 19.96   0.00
9/10         5 -19.79 51.89 19.96   0.00
12/17/27     5 -19.79 51.89 19.96   0.00
1/7/13/29    7 -16.61 51.89 19.96   0.00
7/9/22/30    7 -16.61 51.89 19.96   0.00
1/3/28/29    8 -14.82 51.89 19.96   0.00
2/4/8/25     6 -18.27 51.90 19.97   0.00
7/14/23/25   7 -16.61 51.90 19.97   0.00
6/18/20/25   5 -19.79 51.90 19.97   0.00
5/13/26      5 -19.79 51.90 19.97   0.00
7/8/17/26    6 -18.27 51.90 19.97   0.00
7/17/26      6 -18.27 51.90 19.97   0.00
1/13/16/23   6 -18.27 51.90 19.97   0.00
1/16/17/24   7 -16.62 51.90 19.97   0.00
5/7/8/26     6 -18.27 51.90 19.97   0.00
5/7/26       6 -18.27 51.90 19.97   0.00
13/16/23     5 -19.80 51.90 19.97   0.00
1/6/12/19    5 -19.80 51.90 19.97   0.00
10/16/30     5 -19.80 51.90 19.97   0.00
1/12/25/30   5 -19.80 51.90 19.97   0.00
1/2/13/22    6 -18.27 51.90 19.97   0.00
13/19/26     5 -19.80 51.90 19.97   0.00
7/11/14/25   7 -16.62 51.90 19.97   0.00
3/9/17/27    7 -16.62 51.90 19.97   0.00
2/4/8/16     6 -18.27 51.90 19.97   0.00
10/21/24     6 -18.27 51.90 19.97   0.00
1/5/12/25    5 -19.80 51.90 19.97   0.00
13/17/20     5 -19.80 51.90 19.97   0.00
3/8/17/24    7 -16.62 51.90 19.97   0.00
11/15/22/29  7 -16.62 51.90 19.97   0.00
13/21/26/27  6 -18.27 51.90 19.97   0.00
4/17/19/29   7 -16.62 51.90 19.97   0.00
7/16/24/30   7 -16.62 51.90 19.97   0.00
11/26/27     6 -18.27 51.90 19.97   0.00
3/18/22/28   7 -16.62 51.90 19.97   0.00
3/5/22/28    7 -16.62 51.90 19.97   0.00
1/2/5        5 -19.80 51.90 19.97   0.00
8/10/13/18   6 -18.27 51.90 19.97   0.00
10/15/28/30  8 -14.82 51.91 19.98   0.00
4/16/20/26   6 -18.27 51.91 19.98   0.00
9/11/21/25   7 -16.62 51.91 19.98   0.00
9/11/12/15   7 -16.62 51.91 19.98   0.00
1/13/19/29   6 -18.27 51.91 19.98   0.00
15/20/24/26  7 -16.62 51.91 19.98   0.00
8/9/20/27    6 -18.27 51.91 19.98   0.00
8/17/25/27   6 -18.27 51.91 19.98   0.00
9/11/21/30   7 -16.62 51.91 19.98   0.00
7/17/22/30   7 -16.62 51.91 19.98   0.00
2/19/22      5 -19.80 51.91 19.98   0.00
3/5/28/29    8 -14.82 51.91 19.98   0.00
5/8/28/29    8 -14.82 51.91 19.98   0.00
21/22/26/29  7 -16.62 51.91 19.98   0.00
1/2/12       5 -19.80 51.91 19.98   0.00
1/12/20/25   5 -19.80 51.91 19.98   0.00
6/9/21/30    6 -18.28 51.91 19.98   0.00
1/3/9/17     7 -16.62 51.91 19.98   0.00
2/3/6/19     6 -18.28 51.91 19.98   0.00
6/7/10/15    7 -16.62 51.91 19.98   0.00
10/18/19     5 -19.80 51.91 19.98   0.00
3/8/9/23     7 -16.62 51.91 19.98   0.00
1/2/18/22    6 -18.28 51.91 19.98   0.00
2/16/22      5 -19.80 51.91 19.98   0.00
1/10/19/22   6 -18.28 51.91 19.98   0.00
5/17/27      5 -19.80 51.91 19.98   0.00
18/19/28     6 -18.28 51.91 19.98   0.00
1/5/12/13    5 -19.80 51.91 19.98   0.00
6/18/19/25   5 -19.80 51.91 19.98   0.00
2/8/14/26    7 -16.62 51.91 19.99   0.00
10/20/21/22  6 -18.28 51.91 19.99   0.00
1/5/20/29    6 -18.28 51.92 19.99   0.00
5/12/19/22   5 -19.80 51.92 19.99   0.00
13/19/20/25  5 -19.80 51.92 19.99   0.00
2/4/9        6 -18.28 51.92 19.99   0.00
1/18/25/26   6 -18.28 51.92 19.99   0.00
26/28        6 -18.28 51.92 19.99   0.00
1/8/12/23    6 -18.28 51.92 19.99   0.00
6/12/18/29   6 -18.28 51.92 19.99   0.00
19/20/25/26  6 -18.28 51.92 19.99   0.00
2/3/15/28    8 -14.83 51.92 19.99   0.00
17/19/27     5 -19.81 51.92 19.99   0.00
5/9/21/30    6 -18.28 51.92 19.99   0.00
1/5/6/19     5 -19.81 51.92 19.99   0.00
6/9/11/21    7 -16.63 51.92 19.99   0.00
9/21/25/30   6 -18.28 51.92 19.99   0.00
23/26        5 -19.81 51.92 19.99   0.00
9/11/12/21   7 -16.63 51.92 19.99   0.00
3/21/25/28   7 -16.63 51.92 19.99   0.00
6/10/15/28   8 -14.83 51.92 19.99   0.00
8/10/11      6 -18.28 51.92 19.99   0.00
13/16/24/27  6 -18.28 51.92 19.99   0.00
4/16/22/23   6 -18.28 51.92 19.99   0.00
2/3/19/29    7 -16.63 51.92 19.99   0.00
3/10/17/26   7 -16.63 51.92 19.99   0.00
3/10/11/22   7 -16.63 51.92 19.99   0.00
5/19/26      5 -19.81 51.92 19.99   0.00
11/16/25/27  6 -18.28 51.92 19.99   0.00
8/9/16/19    6 -18.28 51.92 19.99   0.00
12/19/26     5 -19.81 51.92 20.00   0.00
1/3/9/29     7 -16.63 51.93 20.00   0.00
16/17/18/27  6 -18.28 51.93 20.00   0.00
5/14/26/28   8 -14.83 51.93 20.00   0.00
7/12/26      6 -18.28 51.93 20.00   0.00
7/8/12/26    6 -18.28 51.93 20.00   0.00
7/10/12/15   7 -16.63 51.93 20.00   0.00
10/15/20/28  8 -14.83 51.93 20.00   0.00
10/15/22/28  8 -14.83 51.93 20.00   0.00
7/9/15/19    7 -16.63 51.93 20.00   0.00
2/8/13/22    6 -18.28 51.93 20.00   0.00
1/5/19/30    5 -19.81 51.93 20.00   0.00
4/10/20/22   6 -18.28 51.93 20.00   0.00
4/12/17/28   8 -14.83 51.93 20.00   0.00
4/12/20/26   6 -18.28 51.93 20.00   0.00
6/10/18      5 -19.81 51.93 20.00   0.00
2/3/13/29    7 -16.63 51.93 20.00   0.00
10/13/18     5 -19.81 51.93 20.00   0.00
18/20/25/29  6 -18.29 51.93 20.00   0.00
7/14/20/23   7 -16.63 51.93 20.00   0.00
9/21/27/30   6 -18.29 51.93 20.00   0.00
1/7/18/29    7 -16.63 51.93 20.00   0.00
5/15/24/26   7 -16.63 51.93 20.00   0.00
13/27/29/30  6 -18.29 51.93 20.00   0.00
4/12/17/29   7 -16.63 51.93 20.00   0.00
1/11/13/22   6 -18.29 51.93 20.00   0.00
18/21/23/29  7 -16.63 51.93 20.00   0.00
7/10/15/20   7 -16.63 51.93 20.00   0.00
1/2/29       6 -18.29 51.93 20.00   0.00
4/9/19/29    7 -16.63 51.93 20.00   0.00
7/11/15/18   7 -16.63 51.93 20.00   0.00
2/7/13/15    7 -16.63 51.93 20.00   0.00
8/9/25/27    6 -18.29 51.93 20.00   0.00
8/13/16/26   6 -18.29 51.93 20.01   0.00
12/16/17/29  7 -16.63 51.93 20.01   0.00
2/5/16/21    6 -18.29 51.94 20.01   0.00
2/4/16/25    6 -18.29 51.94 20.01   0.00
3/28/29/30   8 -14.84 51.94 20.01   0.00
1/6/19/30    5 -19.81 51.94 20.01   0.00
6/13/26      5 -19.81 51.94 20.01   0.00
7/14/19/23   7 -16.64 51.94 20.01   0.00
12/13/21/24  6 -18.29 51.94 20.01   0.00
14/18/24/26  7 -16.64 51.94 20.01   0.00
3/8/9/11     7 -16.64 51.94 20.01   0.00
3/16/23/24   7 -16.64 51.94 20.01   0.00
6/13/27/29   6 -18.29 51.94 20.01   0.00
19/26/30     5 -19.82 51.94 20.01   0.00
5/21/26/27   6 -18.29 51.94 20.01   0.00
1/7/25/29    7 -16.64 51.94 20.01   0.00
8/17/20/25   6 -18.29 51.94 20.01   0.00
14/17/18/24  7 -16.64 51.94 20.01   0.00
17/27/30     5 -19.82 51.94 20.01   0.00
1/19/25/29   6 -18.29 51.94 20.01   0.00
6/13/16/19   5 -19.82 51.94 20.01   0.00
2/5/7/14     7 -16.64 51.94 20.01   0.00
9/14/22/28   8 -14.84 51.94 20.01   0.00
1/7/24/27    7 -16.64 51.94 20.01   0.00
3/7/11/29    8 -14.84 51.94 20.01   0.00
13/26/30     5 -19.82 51.94 20.01   0.00
2/8/18/27    6 -18.29 51.94 20.01   0.00
2/16/19/21   6 -18.29 51.94 20.02   0.00
6/17/27      5 -19.82 51.94 20.02   0.00
4/5/19/26    6 -18.29 51.94 20.02   0.00
4/19/22/23   6 -18.29 51.95 20.02   0.00
1/4/5/24     6 -18.29 51.95 20.02   0.00
6/7/26       6 -18.29 51.95 20.02   0.00
6/7/8/26     6 -18.29 51.95 20.02   0.00
8/9/16/20    6 -18.29 51.95 20.02   0.00
5/8/23/29    7 -16.64 51.95 20.02   0.00
1/4/5/11     6 -18.29 51.95 20.02   0.00
13/22/28     6 -18.29 51.95 20.02   0.00
4/6/22/24    6 -18.29 51.95 20.02   0.00
1/6/12/13    5 -19.82 51.95 20.02   0.00
10/18/30     5 -19.82 51.95 20.02   0.00
8/18/27/28   7 -16.64 51.95 20.02   0.00
7/20/25/29   7 -16.64 51.95 20.02   0.00
1/7/18/20    6 -18.29 51.95 20.02   0.00
5/8/9/16     6 -18.29 51.95 20.02   0.00
2/3/6/13     6 -18.29 51.95 20.02   0.00
7/17/20/30   7 -16.64 51.95 20.02   0.00
13/21/26/30  6 -18.29 51.95 20.02   0.00
5/19/22/30   5 -19.82 51.95 20.02   0.00
2/4/16/17    7 -16.64 51.95 20.02   0.00
1/6/7/18     6 -18.30 51.95 20.02   0.00
3/11/25/29   7 -16.64 51.95 20.02   0.00
10/14/27/28  8 -14.85 51.95 20.02   0.00
6/19/20/25   5 -19.82 51.95 20.02   0.00
11/12/13     5 -19.82 51.95 20.02   0.00
1/12/13/30   5 -19.82 51.95 20.02   0.00
10/15/20/29  7 -16.64 51.95 20.02   0.00
12/13/19/29  6 -18.30 51.95 20.02   0.00
5/16/22/30   5 -19.82 51.95 20.03   0.00
6/19/26      5 -19.82 51.95 20.03   0.00
1/6/12/29    6 -18.30 51.95 20.03   0.00
11/22/26     6 -18.30 51.95 20.03   0.00
1/5/8/23     6 -18.30 51.95 20.03   0.00
1/2/20       5 -19.82 51.96 20.03   0.00
5/13/25/29   6 -18.30 51.96 20.03   0.00
2/8/20/30    6 -18.30 51.96 20.03   0.00
13/20/21/24  6 -18.30 51.96 20.03   0.00
5/9/21/25    6 -18.30 51.96 20.03   0.00
3/8/11/26    7 -16.64 51.96 20.03   0.00
2/12/16/21   6 -18.30 51.96 20.03   0.00
5/12/16/22   5 -19.82 51.96 20.03   0.00
5/7/9/15     7 -16.65 51.96 20.03   0.00
8/9/15/17    7 -16.65 51.96 20.03   0.00
8/9/15/26    7 -16.65 51.96 20.03   0.00
12/16/22/30  5 -19.83 51.96 20.03   0.00
1/19/27/28   7 -16.65 51.96 20.03   0.00
5/6/9/21     6 -18.30 51.96 20.03   0.00
13/19/25/27  5 -19.83 51.96 20.03   0.00
1/5/6/13     5 -19.83 51.96 20.03   0.00
6/18/28      6 -18.30 51.96 20.03   0.00
3/10/17/30   7 -16.65 51.96 20.03   0.00
10/18/20     5 -19.83 51.96 20.03   0.00
7/19/26      6 -18.30 51.96 20.03   0.00
7/8/19/26    6 -18.30 51.96 20.03   0.00
7/21/23/27   7 -16.65 51.96 20.03   0.00
3/5/7/24     7 -16.65 51.96 20.03   0.00
7/18/20/29   7 -16.65 51.96 20.03   0.00
6/18/19/20   5 -19.83 51.96 20.03   0.00
6/9/21/25    6 -18.30 51.96 20.03   0.00
7/18/26      6 -18.30 51.96 20.03   0.00
7/8/18/26    6 -18.30 51.96 20.03   0.00
11/17/18/21  7 -16.65 51.96 20.03   0.00
17/20/21/25  6 -18.30 51.96 20.04   0.00
7/19/20/29   7 -16.65 51.96 20.04   0.00
2/5/14/29    7 -16.65 51.97 20.04   0.00
10/18/29     6 -18.30 51.97 20.04   0.00
5/21/26/30   6 -18.30 51.97 20.04   0.00
3/5/7/9      7 -16.65 51.97 20.04   0.00
4/20/21/28   7 -16.65 51.97 20.04   0.00
4/5/13/26    6 -18.30 51.97 20.04   0.00
3/5/17/29    7 -16.65 51.97 20.04   0.00
7/8/28/30    7 -16.65 51.97 20.04   0.00
7/28/30      7 -16.65 51.97 20.04   0.00
4/5/26/30    6 -18.30 51.97 20.04   0.00
6/7/21/24    7 -16.65 51.97 20.04   0.00
5/9/21/27    6 -18.30 51.97 20.04   0.00
5/17/20      5 -19.83 51.97 20.04   0.00
6/27/29/30   6 -18.31 51.97 20.04   0.00
6/8/9/16     6 -18.31 51.97 20.04   0.00
4/22/26/29   7 -16.65 51.97 20.04   0.00
1/6/8/28     7 -16.65 51.97 20.04   0.00
3/18/25/28   7 -16.65 51.97 20.04   0.00
1/2/17/22    7 -16.65 51.97 20.04   0.00
1/24/26      6 -18.31 51.97 20.04   0.00
5/12/13/22   5 -19.83 51.97 20.04   0.00
12/13/26     5 -19.83 51.97 20.04   0.00
3/10/11/13   7 -16.65 51.97 20.04   0.00
5/13/22/30   5 -19.83 51.97 20.04   0.00
7/18/19/29   7 -16.65 51.98 20.05   0.00
6/9/21/27    6 -18.31 51.98 20.05   0.00
6/13/21/26   6 -18.31 51.98 20.05   0.00
1/4/9/17     7 -16.65 51.98 20.05   0.00
16/17/21/28  8 -14.86 51.98 20.05   0.00
3/17/21/28   8 -14.86 51.98 20.05   0.00
5/6/21/26    6 -18.31 51.98 20.05   0.00
6/12/22/30   5 -19.83 51.98 20.05   0.00
11/20/30     5 -19.83 51.98 20.05   0.00
3/5/9/29     7 -16.66 51.98 20.05   0.00
10/13/25     5 -19.84 51.98 20.05   0.00
10/11/12/14  7 -16.66 51.98 20.05   0.00
4/17/29/30   7 -16.66 51.98 20.05   0.00
5/6/26       5 -19.84 51.98 20.05   0.00
4/12/18/28   7 -16.66 51.98 20.05   0.00
21/26/28     7 -16.66 51.98 20.05   0.00
9/21/25/27   6 -18.31 51.98 20.05   0.00
2/14/16/26   7 -16.66 51.98 20.05   0.00
8/10/20/27   6 -18.31 51.98 20.05   0.00
10/12/18     5 -19.84 51.98 20.05   0.00
16/22/24/27  6 -18.31 51.98 20.05   0.00
18/19/25/30  5 -19.84 51.98 20.05   0.00
16/17/19/29  7 -16.66 51.98 20.05   0.00
3/7/9/20     7 -16.66 51.98 20.05   0.00
8/26/29/30   7 -16.66 51.98 20.06   0.00
12/13/22/30  5 -19.84 51.98 20.06   0.00
3/15/23/26   7 -16.66 51.99 20.06   0.00
1/8/23/25    6 -18.31 51.99 20.06   0.00
3/25/28/29   8 -14.86 51.99 20.06   0.00
1/6/7/20     6 -18.31 51.99 20.06   0.00
6/7/12/29    7 -16.66 51.99 20.06   0.00
5/6/22/30    5 -19.84 51.99 20.06   0.00
7/14/28/30   8 -14.86 51.99 20.06   0.00
2/13/22      5 -19.84 51.99 20.06   0.00
9/19/29      6 -18.31 51.99 20.06   0.00
6/8/10/29    7 -16.66 51.99 20.06   0.00
1/10/18/22   6 -18.31 51.99 20.06   0.00
5/6/13/29    6 -18.31 51.99 20.06   0.00
26/28/29     8 -14.86 51.99 20.06   0.00
3/11/17/22   7 -16.66 51.99 20.06   0.00
4/19/21/28   7 -16.66 51.99 20.06   0.00
7/12/18/29   7 -16.66 51.99 20.06   0.00
4/16/23/30   6 -18.32 51.99 20.06   0.00
1/12/13/20   5 -19.84 51.99 20.06   0.00
4/24/26      6 -18.32 51.99 20.06   0.00
1/4/6/24     6 -18.32 51.99 20.06   0.00
10/16/24     6 -18.32 51.99 20.06   0.00
12/18/19/25  5 -19.84 51.99 20.06   0.00
4/17/20/29   7 -16.66 51.99 20.06   0.00
6/9/20       5 -19.84 51.99 20.06   0.00
13/18/19/25  5 -19.84 51.99 20.06   0.00
1/2/22/25    6 -18.32 51.99 20.06   0.00
3/9/18/26    7 -16.66 51.99 20.07   0.00
5/26/30      5 -19.84 51.99 20.07   0.00
2/20/22      5 -19.84 52.00 20.07   0.00
3/8/9/17     7 -16.66 52.00 20.07   0.00
1/2/7        6 -18.32 52.00 20.07   0.00
1/2/7/8      6 -18.32 52.00 20.07   0.00
4/12/17/20   6 -18.32 52.00 20.07   0.00
7/20/28/29   9 -12.91 52.00 20.07   0.00
5/18/19/25   5 -19.85 52.00 20.07   0.00
1/4/10/23    7 -16.67 52.00 20.07   0.00
11/17/21/22  7 -16.67 52.00 20.07   0.00
8/25/28/29   8 -14.87 52.00 20.07   0.00
10/14/16/24  7 -16.67 52.00 20.07   0.00
6/13/18/25   5 -19.85 52.00 20.07   0.00
1/12/29/30   6 -18.32 52.00 20.07   0.00
6/7/19/29    7 -16.67 52.00 20.07   0.00
2/11/14/16   7 -16.67 52.00 20.07   0.00
1/5/22/28    7 -16.67 52.00 20.07   0.00
8/13/17/27   6 -18.32 52.00 20.07   0.00
2/16/21/30   6 -18.32 52.00 20.07   0.00
16/17/22/27  6 -18.32 52.00 20.07   0.00
2/18/25      5 -19.85 52.00 20.07   0.00
10/14/25/26  7 -16.67 52.00 20.07   0.00
16/24/25/27  6 -18.32 52.00 20.07   0.00
11/13/20     5 -19.85 52.00 20.07   0.00
12/18/29/30  6 -18.32 52.00 20.07   0.00
3/9/22/23    7 -16.67 52.00 20.07   0.00
5/6/12/22    5 -19.85 52.00 20.07   0.00
22/25/28/29  8 -14.87 52.00 20.07   0.00
6/18/25/30   5 -19.85 52.00 20.07   0.00
21/26/27/30  6 -18.32 52.01 20.08   0.00
3/9/25/29    7 -16.67 52.01 20.08   0.00
1/7/26/27    7 -16.67 52.01 20.08   0.00
7/12/17/21   7 -16.67 52.01 20.08   0.00
10/14/18/24  7 -16.67 52.01 20.08   0.00
10/28/29     8 -14.87 52.01 20.08   0.00
4/10/13/22   6 -18.32 52.01 20.08   0.00
3/10/19/26   7 -16.67 52.01 20.08   0.00
11/19/29     6 -18.32 52.01 20.08   0.00
7/15/17/22   7 -16.67 52.01 20.08   0.00
5/23/25      5 -19.85 52.01 20.08   0.00
4/6/16/23    6 -18.33 52.01 20.08   0.00
1/16/19/23   6 -18.33 52.01 20.08   0.00
6/18/20/29   6 -18.33 52.01 20.08   0.00
2/6/22       5 -19.85 52.01 20.08   0.00
5/7/11/14    7 -16.67 52.01 20.08   0.00
2/3/5/29     7 -16.67 52.01 20.08   0.00
6/7/9/15     7 -16.67 52.01 20.08   0.00
17/18/21/29  7 -16.67 52.01 20.08   0.00
1/9/24       6 -18.33 52.01 20.08   0.00
14/16/17/29  7 -16.67 52.01 20.08   0.00
4/28/29/30   8 -14.88 52.01 20.08   0.00
6/26/30      5 -19.85 52.01 20.08   0.00
15/20/23/29  7 -16.67 52.01 20.08   0.00
14/16/26/29  7 -16.67 52.01 20.08   0.00
2/7/14/18    7 -16.67 52.01 20.08   0.00
5/12/26      5 -19.85 52.01 20.09   0.00
6/16/23      5 -19.85 52.01 20.09   0.00
5/7/21/24    7 -16.67 52.01 20.09   0.00
7/21/24/25   7 -16.67 52.01 20.09   0.00
4/10/22/30   6 -18.33 52.02 20.09   0.00
4/5/9/23     7 -16.67 52.02 20.09   0.00
1/18/25/29   6 -18.33 52.02 20.09   0.00
2/3/16/30    6 -18.33 52.02 20.09   0.00
4/17/28/30   8 -14.88 52.02 20.09   0.00
23/25/30     5 -19.85 52.02 20.09   0.00
4/6/18/24    6 -18.33 52.02 20.09   0.00
3/7/9/29     8 -14.88 52.02 20.09   0.00
7/13/25/29   7 -16.68 52.02 20.09   0.00
1/6/18/29    6 -18.33 52.02 20.09   0.00
7/11/16      6 -18.33 52.02 20.09   0.00
7/8/11/16    6 -18.33 52.02 20.09   0.00
5/6/18/25    5 -19.86 52.02 20.09   0.00
11/21/22/24  7 -16.68 52.02 20.09   0.00
2/3/10/27    7 -16.68 52.02 20.09   0.00
2/3/7/29     8 -14.88 52.02 20.09   0.00
4/6/16/26    6 -18.33 52.02 20.09   0.00
6/12/18/25   5 -19.86 52.02 20.09   0.00
6/9/19       5 -19.86 52.02 20.09   0.00
1/5/6/25     5 -19.86 52.02 20.09   0.00
4/5/6/11     6 -18.33 52.02 20.09   0.00
11/16/21/23  7 -16.68 52.02 20.09   0.00
18/20/25/30  5 -19.86 52.02 20.09   0.00
2/3/10/25    7 -16.68 52.02 20.09   0.00
8/11/14/24   7 -16.68 52.02 20.09   0.00
13/18/20/25  5 -19.86 52.02 20.09   0.00
3/19/21/28   7 -16.68 52.02 20.09   0.00
9/14/27/29   7 -16.68 52.02 20.09   0.00
11/18/29     6 -18.33 52.02 20.09   0.00
5/15/17/28   8 -14.88 52.02 20.09   0.00
19/22/24/27  6 -18.33 52.02 20.09   0.00
11/14/17/19  7 -16.68 52.02 20.09   0.00
8/13/18/24   6 -18.33 52.02 20.09   0.00
21/23/26     6 -18.33 52.02 20.09   0.00
19/23/25     5 -19.86 52.03 20.10   0.00
10/14/18/28  8 -14.88 52.03 20.10   0.00
22/27/28     6 -18.33 52.03 20.10   0.00
4/16/19/26   6 -18.33 52.03 20.10   0.00
9/16/22/25   6 -18.33 52.03 20.10   0.00
8/10/13/20   6 -18.33 52.03 20.10   0.00
4/12/28/29   8 -14.88 52.03 20.10   0.00
4/19/22/24   6 -18.33 52.03 20.10   0.00
9/12/19      5 -19.86 52.03 20.10   0.00
11/21/27/29  7 -16.68 52.03 20.10   0.00
8/11/16/19   6 -18.33 52.03 20.10   0.00
2/4/17       6 -18.34 52.03 20.10   0.00
4/9/23/27    7 -16.68 52.03 20.10   0.00
1/16/18/23   6 -18.34 52.03 20.10   0.00
6/21/26/27   6 -18.34 52.03 20.10   0.00
6/23/25      5 -19.86 52.03 20.10   0.00
6/18/25/29   6 -18.34 52.03 20.10   0.00
1/5/13/20    5 -19.86 52.03 20.10   0.00
2/3/6/29     7 -16.68 52.03 20.10   0.00
4/10/12/20   6 -18.34 52.03 20.10   0.00
2/14/22/28   8 -14.89 52.03 20.10   0.00
14/22/26/28  8 -14.89 52.03 20.11   0.00
3/7/11/20    7 -16.68 52.03 20.11   0.00
1/5/13/30    5 -19.86 52.03 20.11   0.00
7/18/21/24   7 -16.68 52.03 20.11   0.00
6/9/12       5 -19.86 52.04 20.11   0.00
6/12/26      5 -19.86 52.04 20.11   0.00
2/16/21/27   6 -18.34 52.04 20.11   0.00
7/11/13/14   7 -16.69 52.04 20.11   0.00
10/13/14/24  7 -16.69 52.04 20.11   0.00
4/12/22/24   6 -18.34 52.04 20.11   0.00
11/13/30     5 -19.86 52.04 20.11   0.00
4/25/28/29   8 -14.89 52.04 20.11   0.00
12/26/30     5 -19.87 52.04 20.11   0.00
1/5/11/22    6 -18.34 52.04 20.11   0.00
5/9/20       5 -19.87 52.04 20.11   0.00
8/16/19/26   6 -18.34 52.04 20.11   0.00
1/8/25/28    7 -16.69 52.04 20.11   0.00
2/26         5 -19.87 52.04 20.11   0.00
6/13/25/27   5 -19.87 52.04 20.11   0.00
1/6/20/25    5 -19.87 52.04 20.11   0.00
1/6/25/30    5 -19.87 52.04 20.11   0.00
6/17/20/21   6 -18.34 52.04 20.11   0.00
8/10/21/23   7 -16.69 52.04 20.11   0.00
1/6/13/30    5 -19.87 52.04 20.11   0.00
6/8/9/27     6 -18.34 52.04 20.11   0.00
3/9/22/24    7 -16.69 52.04 20.11   0.00
5/6/9        5 -19.87 52.04 20.11   0.00
5/19/20/25   5 -19.87 52.04 20.11   0.00
3/17/22/23   7 -16.69 52.04 20.11   0.00
12/23/25     5 -19.87 52.04 20.11   0.00
2/3/7/19     7 -16.69 52.04 20.11   0.00
2/6/16/21    6 -18.34 52.04 20.11   0.00
5/19/20/27   5 -19.87 52.04 20.11   0.00
7/16/23      6 -18.34 52.04 20.11   0.00
7/8/16/23    6 -18.34 52.04 20.11   0.00
12/18/20/25  5 -19.87 52.04 20.11   0.00
17/19/20/21  6 -18.34 52.04 20.12   0.00
6/7/20/29    7 -16.69 52.05 20.12   0.00
4/6/11/22    6 -18.34 52.05 20.12   0.00
1/11/16/25   6 -18.34 52.05 20.12   0.00
7/23/25      6 -18.34 52.05 20.12   0.00
7/8/23/25    6 -18.34 52.05 20.12   0.00
2/18/29      6 -18.34 52.05 20.12   0.00
1/6/13/20    5 -19.87 52.05 20.12   0.00
3/22/26/29   7 -16.69 52.05 20.12   0.00
8/11/16/18   6 -18.34 52.05 20.12   0.00
5/8/9/27     6 -18.34 52.05 20.12   0.00
9/12/29      6 -18.34 52.05 20.12   0.00
1/6/19/29    6 -18.34 52.05 20.12   0.00
8/10/19/27   6 -18.34 52.05 20.12   0.00
3/10/17/20   7 -16.69 52.05 20.12   0.00
6/9/30       5 -19.87 52.05 20.12   0.00
1/19/20/29   6 -18.34 52.05 20.12   0.00
2/8/19/22    6 -18.34 52.05 20.12   0.00
5/12/20/22   5 -19.87 52.05 20.12   0.00
4/6/12/24    6 -18.34 52.05 20.12   0.00
7/13/14/23   7 -16.69 52.05 20.12   0.00
7/17/21/27   7 -16.69 52.05 20.12   0.00
9/12/20      5 -19.87 52.05 20.12   0.00
4/7/9/12     7 -16.69 52.05 20.12   0.00
3/5/27/28    7 -16.69 52.05 20.12   0.00
12/20/25/27  5 -19.87 52.05 20.12   0.00
6/19/20/27   5 -19.87 52.05 20.12   0.00
8/18/24/25   6 -18.35 52.05 20.12   0.00
6/7/13/16    6 -18.35 52.05 20.12   0.00
3/10/16/26   7 -16.69 52.05 20.12   0.00
2/3/6/20     6 -18.35 52.05 20.12   0.00
16/19/23     5 -19.87 52.05 20.12   0.00
5/20/22/30   5 -19.87 52.05 20.12   0.00
5/18/20/25   5 -19.87 52.05 20.12   0.00
12/13/25/27  5 -19.87 52.05 20.13   0.00
1/5/8/28     7 -16.69 52.05 20.13   0.00
7/9/15/20    7 -16.69 52.05 20.13   0.00
1/7/16/24    7 -16.69 52.05 20.13   0.00
9/20/30      5 -19.87 52.06 20.13   0.00
9/15/24/29   8 -14.90 52.06 20.13   0.00
