
Call:
model.avg(object = spmsc_consensus@objects)

Component model call: 
lmer(formula = BTM ~ <31931 unique rhs>, data = data)

Component models: 
                    df logLik   AICc delta weight
2/5/7/16/19/21/24   10 -42.00 114.00 20.56   0.00
2/12/15/16/21/32    10 -42.00 114.00 20.56   0.00
1/2/16/19/21/22/27  10 -42.00 114.00 20.56   0.00
2/4/9/16/18/21/28   10 -42.00 114.01 20.56   0.00
1/2/15/16/21/33      9 -44.09 114.01 20.56   0.00
2/6/16/18/21/22/28  10 -42.00 114.01 20.57   0.00
2/16/17/19/21/29/30 10 -42.00 114.01 20.57   0.00
2/7/13/16/19/21/28  11 -39.72 114.01 20.57   0.00
2/13/16/18/21/23    10 -42.00 114.01 20.57   0.00
2/9/14/16/21         9 -44.09 114.01 20.57   0.00
2/7/12/16/21/32     10 -42.01 114.01 20.57   0.00
2/5/15/16/21/23      9 -44.09 114.01 20.57   0.00
2/16/21/26/27        9 -44.09 114.01 20.57   0.00
2/8/16/19/21/24/26  11 -39.72 114.01 20.57   0.00
2/12/16/20/21/23     9 -44.09 114.01 20.57   0.00
2/7/16/18/21/23/30  10 -42.01 114.02 20.57   0.00
2/7/12/16/18/21/23  10 -42.01 114.02 20.57   0.00
2/4/11/16/19/21/28  10 -42.01 114.02 20.57   0.00
2/6/16/18/20/21/30  10 -42.01 114.02 20.58   0.00
2/6/16/18/20/21/25  10 -42.01 114.02 20.58   0.00
2/16/21/29/32        9 -44.10 114.02 20.58   0.00
1/2/5/16/19/21/22   10 -42.01 114.02 20.58   0.00
2/6/15/16/21/33      9 -44.10 114.02 20.58   0.00
2/9/15/16/21/22/23  10 -42.02 114.03 20.59   0.00
2/16/21/30/33        8 -46.02 114.03 20.59   0.00
1/2/9/10/16/19/21   10 -42.02 114.03 20.59   0.00
2/4/16/18/20/21/28  10 -42.02 114.03 20.59   0.00
2/4/8/16/21/27       9 -44.10 114.03 20.59   0.00
2/6/14/16/19/21/29  11 -39.73 114.03 20.59   0.00
2/10/16/19/21/24/25 10 -42.02 114.04 20.59   0.00
2/16/19/20/21/24/32 11 -39.73 114.04 20.59   0.00
2/9/16/17/18/21      9 -44.11 114.04 20.60   0.00
2/10/16/19/21/22/28 10 -42.02 114.04 20.60   0.00
2/7/16/21/28/33      9 -44.11 114.04 20.60   0.00
2/16/18/21/22/33     9 -44.11 114.04 20.60   0.00
2/7/9/16/21/27       9 -44.11 114.04 20.60   0.00
2/16/18/21/22/23/28 10 -42.02 114.04 20.60   0.00
2/8/10/14/16/19/21  11 -39.74 114.04 20.60   0.00
1/2/4/12/16/21       9 -44.11 114.05 20.60   0.00
2/6/16/17/19/21/23  10 -42.02 114.05 20.60   0.00
2/4/16/20/21/30      9 -44.11 114.05 20.60   0.00
2/5/9/16/18/21/28   10 -42.02 114.05 20.61   0.00
2/14/15/16/19/21/33 11 -39.74 114.05 20.61   0.00
2/7/11/15/16/21/22  10 -42.03 114.06 20.61   0.00
2/7/8/16/18/20/21   10 -42.03 114.06 20.61   0.00
2/9/15/16/21/24      9 -44.12 114.06 20.62   0.00
2/8/16/21/27/28      9 -44.12 114.06 20.62   0.00
2/4/11/16/18/20/21  10 -42.03 114.06 20.62   0.00
2/7/9/16/19/21/26   11 -39.74 114.06 20.62   0.00
2/5/10/16/19/21/25  10 -42.03 114.06 20.62   0.00
2/13/15/16/21/28    10 -42.03 114.06 20.62   0.00
2/16/19/21/25/26/33 11 -39.75 114.06 20.62   0.00
1/2/10/16/19/21/28  10 -42.03 114.06 20.62   0.00
2/7/15/16/18/21/23  10 -42.03 114.07 20.62   0.00
2/7/16/21/25/32     10 -42.03 114.07 20.62   0.00
2/6/13/16/21         9 -44.12 114.07 20.63   0.00
2/6/11/15/16/21/23  10 -42.03 114.07 20.63   0.00
2/7/16/19/21/31     11 -39.75 114.07 20.63   0.00
1/2/12/16/21/28      9 -44.12 114.07 20.63   0.00
1/2/4/15/16/20/21   10 -42.04 114.07 20.63   0.00
2/7/13/16/19/21/29  11 -39.75 114.07 20.63   0.00
2/9/15/16/21/28/32  11 -39.75 114.07 20.63   0.00
2/9/16/17/19/21/32  11 -39.75 114.07 20.63   0.00
2/6/10/16/18/21/28  10 -42.04 114.07 20.63   0.00
2/10/15/16/21/26    10 -42.04 114.07 20.63   0.00
2/5/7/16/20/21       9 -44.12 114.08 20.63   0.00
2/5/11/16/18/21      9 -44.13 114.08 20.64   0.00
2/7/9/12/16/21/28   10 -42.04 114.08 20.64   0.00
1/2/16/18/21/23/28  10 -42.04 114.08 20.64   0.00
2/7/15/16/21/29      9 -44.13 114.08 20.64   0.00
2/6/7/16/18/21/30   10 -42.04 114.08 20.64   0.00
2/6/16/21/23/29      9 -44.13 114.08 20.64   0.00
1/2/10/16/19/21/23  10 -42.04 114.08 20.64   0.00
2/4/11/16/21/25      9 -44.13 114.08 20.64   0.00
2/16/20/21/26        9 -44.13 114.08 20.64   0.00
2/5/8/16/19/21/26   11 -39.76 114.09 20.64   0.00
2/7/16/21/27/30      9 -44.13 114.09 20.64   0.00
2/7/12/16/17/19/21  10 -42.04 114.09 20.65   0.00
2/4/9/15/16/18/21   10 -42.05 114.09 20.65   0.00
1/2/5/16/19/21/23   10 -42.05 114.09 20.65   0.00
2/11/15/16/21/24     9 -44.13 114.09 20.65   0.00
2/10/16/19/21/27/28 10 -42.05 114.09 20.65   0.00
2/7/8/11/12/16/21   10 -42.05 114.10 20.65   0.00
2/4/16/19/20/21/22  10 -42.05 114.10 20.65   0.00
2/4/16/19/21/22/27  10 -42.05 114.10 20.65   0.00
2/6/16/18/20/21/22  10 -42.05 114.10 20.66   0.00
2/4/8/16/20/21       9 -44.14 114.10 20.66   0.00
2/7/16/18/20/21/25  10 -42.05 114.10 20.66   0.00
2/12/15/16/18/21/23 10 -42.05 114.10 20.66   0.00
2/8/9/12/16/21/28   10 -42.05 114.11 20.66   0.00
2/4/16/18/20/21/27  10 -42.05 114.11 20.67   0.00
2/12/16/18/20/21/23 10 -42.05 114.11 20.67   0.00
2/12/15/16/21/29     9 -44.14 114.11 20.67   0.00
2/16/19/20/21/24/30 10 -42.06 114.11 20.67   0.00
2/15/16/18/20/21/33 10 -42.06 114.12 20.67   0.00
2/11/15/16/21/23/28 10 -42.06 114.12 20.68   0.00
1/2/16/21/29         8 -46.06 114.12 20.68   0.00
2/9/16/21/24/28      9 -44.15 114.12 20.68   0.00
2/4/16/18/21/23/28  10 -42.06 114.12 20.68   0.00
2/7/8/9/16/21        9 -44.15 114.12 20.68   0.00
2/4/16/21/29/32     10 -42.06 114.12 20.68   0.00
2/16/19/20/21/25/26 11 -39.78 114.13 20.69   0.00
2/5/9/16/19/21/24   10 -42.06 114.13 20.69   0.00
2/6/13/16/19/21/29  11 -39.78 114.13 20.69   0.00
2/4/6/16/18/21/33   10 -42.07 114.13 20.69   0.00
1/2/15/16/21/27/28  10 -42.07 114.13 20.69   0.00
2/14/15/16/19/21/32 12 -37.27 114.13 20.69   0.00
2/11/12/16/21/23/28 10 -42.07 114.13 20.69   0.00
2/7/16/17/19/21/22  10 -42.07 114.13 20.69   0.00
2/16/17/19/21/23/32 11 -39.78 114.13 20.69   0.00
2/5/9/15/16/21/28   10 -42.07 114.14 20.69   0.00
2/6/7/9/16/18/21    10 -42.07 114.14 20.69   0.00
2/10/16/19/20/21/28 10 -42.07 114.14 20.70   0.00
2/16/21/22/24        8 -46.07 114.14 20.70   0.00
1/2/9/16/19/21/24   10 -42.07 114.14 20.70   0.00
2/5/16/18/21/30      9 -44.16 114.14 20.70   0.00
2/10/16/19/21/22/33 10 -42.07 114.14 20.70   0.00
1/2/4/9/16/18/21    10 -42.07 114.15 20.70   0.00
2/16/19/21/22/24/28 10 -42.07 114.15 20.70   0.00
2/12/16/21/23/29     9 -44.16 114.15 20.70   0.00
2/6/10/16/18/20/21  10 -42.07 114.15 20.71   0.00
2/6/11/16/19/21/26  11 -39.79 114.15 20.71   0.00
2/6/7/9/16/21/28    10 -42.08 114.15 20.71   0.00
2/3/16/17/18/19/21  10 -42.08 114.15 20.71   0.00
1/2/4/11/16/18/21   10 -42.08 114.16 20.71   0.00
2/11/12/16/19/21/24 10 -42.08 114.16 20.72   0.00
2/5/16/18/21/22      9 -44.17 114.16 20.72   0.00
2/8/16/21/23/29      9 -44.17 114.16 20.72   0.00
2/4/12/16/19/21/30  10 -42.08 114.16 20.72   0.00
2/10/11/12/16/19/21 10 -42.08 114.16 20.72   0.00
2/16/17/19/21/22/25 10 -42.08 114.16 20.72   0.00
1/2/4/6/15/16/21    10 -42.08 114.16 20.72   0.00
2/4/16/21/22/28      9 -44.17 114.17 20.73   0.00
2/6/12/16/18/21/24  10 -42.08 114.17 20.73   0.00
2/4/12/16/21/22      9 -44.17 114.17 20.73   0.00
1/2/6/15/16/18/21   10 -42.08 114.17 20.73   0.00
2/11/16/17/19/21/29 10 -42.08 114.17 20.73   0.00
2/11/16/21/23/33     9 -44.17 114.17 20.73   0.00
2/5/12/16/19/21/29  10 -42.09 114.17 20.73   0.00
2/7/16/17/19/21/27  10 -42.09 114.17 20.73   0.00
2/10/16/18/21/29     9 -44.17 114.17 20.73   0.00
2/6/15/16/21/24      9 -44.17 114.17 20.73   0.00
1/2/15/16/21/24      9 -44.17 114.18 20.73   0.00
2/7/9/11/15/16/21   10 -42.09 114.18 20.73   0.00
1/2/12/16/19/21/33  10 -42.09 114.18 20.73   0.00
2/6/11/16/18/21/25  10 -42.09 114.18 20.74   0.00
2/5/8/13/16/19/21   11 -39.81 114.18 20.74   0.00
2/8/16/17/19/21/33  10 -42.09 114.19 20.74   0.00
2/9/16/19/21/26/28  11 -39.81 114.19 20.75   0.00
2/6/7/11/16/20/21   10 -42.09 114.19 20.75   0.00
2/12/16/19/21/22/33 10 -42.09 114.19 20.75   0.00
2/9/16/21/23/33      9 -44.18 114.19 20.75   0.00
2/4/16/17/19/21/32  11 -39.81 114.19 20.75   0.00
2/7/16/19/21/26/30  11 -39.81 114.19 20.75   0.00
2/9/12/16/18/21/23  10 -42.10 114.19 20.75   0.00
2/11/16/19/21/31    11 -39.81 114.20 20.75   0.00
2/6/7/9/11/16/21    10 -42.10 114.20 20.75   0.00
2/3/16/18/19/21/32  11 -39.81 114.20 20.76   0.00
2/9/16/17/21/28      9 -44.19 114.20 20.76   0.00
2/7/8/16/21/25       9 -44.19 114.20 20.76   0.00
1/2/4/16/18/21/27   10 -42.10 114.21 20.76   0.00
1/2/16/18/21/33      9 -44.19 114.21 20.77   0.00
2/6/7/11/16/21/32   11 -39.82 114.21 20.77   0.00
2/7/8/16/21/27       9 -44.19 114.21 20.77   0.00
2/15/16/20/21/22/23 10 -42.10 114.21 20.77   0.00
2/4/6/16/18/21/22   10 -42.10 114.21 20.77   0.00
2/6/16/18/21/22/23  10 -42.11 114.21 20.77   0.00
2/7/16/17/19/20/21  10 -42.11 114.21 20.77   0.00
2/5/11/12/16/19/21  10 -42.11 114.21 20.77   0.00
2/8/12/16/18/21/23  10 -42.11 114.21 20.77   0.00
2/12/16/17/18/21/28 10 -42.11 114.21 20.77   0.00
1/2/4/15/16/21/28   10 -42.11 114.21 20.77   0.00
2/4/16/17/21/32     10 -42.11 114.21 20.77   0.00
2/6/16/17/19/21/32  11 -39.82 114.22 20.77   0.00
1/2/4/12/16/19/21   10 -42.11 114.22 20.77   0.00
2/7/13/16/19/21/27  11 -39.82 114.22 20.78   0.00
2/7/9/16/21/25       9 -44.20 114.22 20.78   0.00
2/10/16/19/21/22/30 10 -42.11 114.22 20.78   0.00
2/16/19/21/22/24/32 11 -39.83 114.22 20.78   0.00
2/10/15/16/21/25     9 -44.20 114.22 20.78   0.00
2/5/6/12/16/19/21   10 -42.11 114.22 20.78   0.00
2/9/10/16/21/23      9 -44.20 114.23 20.79   0.00
2/9/12/16/21/25/28  10 -42.11 114.23 20.79   0.00
2/4/16/21/27/30      9 -44.20 114.23 20.79   0.00
2/16/21/23/28/29     9 -44.20 114.23 20.79   0.00
2/4/10/16/19/21/22  10 -42.12 114.23 20.79   0.00
2/7/14/16/19/21/30  11 -39.83 114.24 20.80   0.00
2/6/7/16/18/21/22   10 -42.12 114.24 20.80   0.00
2/4/15/16/18/21/25  10 -42.12 114.24 20.80   0.00
2/10/16/21/25        8 -46.12 114.24 20.80   0.00
2/4/9/12/16/19/21   10 -42.12 114.25 20.80   0.00
2/16/17/19/21/22/29 10 -42.12 114.25 20.80   0.00
2/11/15/16/20/21/23 10 -42.12 114.25 20.81   0.00
2/16/21/22/23/27     9 -44.21 114.25 20.81   0.00
2/9/15/16/21/32     10 -42.12 114.25 20.81   0.00
2/15/16/18/20/21/24 10 -42.12 114.25 20.81   0.00
2/11/16/21/23/29     9 -44.21 114.25 20.81   0.00
1/2/8/16/21/23       9 -44.21 114.25 20.81   0.00
2/4/6/16/19/21/24   10 -42.13 114.25 20.81   0.00
2/16/21/22/23/30     9 -44.21 114.25 20.81   0.00
1/2/4/15/16/21/23   10 -42.13 114.26 20.81   0.00
2/16/18/20/21/22/23 10 -42.13 114.26 20.81   0.00
1/2/16/19/20/21/27  10 -42.13 114.26 20.82   0.00
2/15/16/18/21/22/23 10 -42.13 114.26 20.82   0.00
2/5/6/16/19/21/33   10 -42.13 114.26 20.82   0.00
2/4/11/16/21/22      9 -44.22 114.26 20.82   0.00
2/11/16/17/19/21/23 10 -42.13 114.27 20.82   0.00
2/16/19/21/24/27/32 11 -39.85 114.27 20.82   0.00
2/6/15/16/18/21/30  10 -42.13 114.27 20.82   0.00
2/9/16/20/21/23/28  10 -42.13 114.27 20.82   0.00
2/6/8/12/16/18/21   10 -42.13 114.27 20.83   0.00
2/16/20/21/23/27     9 -44.22 114.27 20.83   0.00
2/5/9/15/16/21       9 -44.22 114.27 20.83   0.00
2/3/12/16/19/21      9 -44.22 114.27 20.83   0.00
2/11/16/18/20/21/23 10 -42.14 114.28 20.83   0.00
2/7/14/16/19/21/28  11 -39.85 114.28 20.83   0.00
2/7/16/21/28/29      9 -44.23 114.28 20.83   0.00
2/12/16/21/23/27     9 -44.23 114.28 20.83   0.00
2/4/15/16/18/21/30  10 -42.14 114.28 20.84   0.00
2/12/16/20/21/28     9 -44.23 114.28 20.84   0.00
2/16/18/20/21/23/30 10 -42.14 114.28 20.84   0.00
2/5/16/19/21/22/32  11 -39.85 114.28 20.84   0.00
2/16/18/21/24/33     9 -44.23 114.28 20.84   0.00
2/7/16/19/21/26/29  11 -39.86 114.28 20.84   0.00
2/4/16/19/21/23/33  10 -42.14 114.28 20.84   0.00
2/10/16/19/21/27/30 10 -42.14 114.29 20.84   0.00
1/2/6/16/19/21/24   10 -42.14 114.29 20.85   0.00
2/5/16/19/21/24/25  10 -42.14 114.29 20.85   0.00
2/16/21/23/25/30     9 -44.23 114.29 20.85   0.00
2/8/16/21/28/32     10 -42.14 114.29 20.85   0.00
2/10/15/16/21/22     9 -44.23 114.29 20.85   0.00
2/4/11/16/21/29      9 -44.23 114.29 20.85   0.00
2/7/9/13/16/19/21   11 -39.86 114.29 20.85   0.00
2/16/17/19/21/25/27 10 -42.15 114.29 20.85   0.00
2/16/18/20/21/23/25 10 -42.15 114.29 20.85   0.00
1/2/8/16/21/28       9 -44.23 114.30 20.85   0.00
2/5/16/19/21/29/33  10 -42.15 114.30 20.85   0.00
2/6/8/15/16/18/21   10 -42.15 114.30 20.85   0.00
2/4/8/16/19/21/33   10 -42.15 114.30 20.86   0.00
2/4/6/7/11/16/21    10 -42.15 114.30 20.86   0.00
2/8/16/18/21/23/25  10 -42.15 114.30 20.86   0.00
2/4/6/16/18/21/27   10 -42.15 114.30 20.86   0.00
1/2/15/16/21/32     10 -42.15 114.30 20.86   0.00
2/5/16/19/21/28/30  10 -42.15 114.30 20.86   0.00
2/9/16/18/21/28/33  10 -42.15 114.30 20.86   0.00
2/6/16/18/21/27/28  10 -42.15 114.30 20.86   0.00
2/13/16/19/21/24/25 11 -39.87 114.30 20.86   0.00
2/4/16/18/21/23/33  10 -42.15 114.31 20.86   0.00
2/8/16/17/18/21      9 -44.24 114.31 20.86   0.00
2/9/12/16/21/28/30  10 -42.15 114.31 20.87   0.00
2/6/15/16/20/21/23  10 -42.15 114.31 20.87   0.00
2/9/16/21/23/24      9 -44.24 114.31 20.87   0.00
1/2/12/16/19/21/30  10 -42.16 114.31 20.87   0.00
2/5/12/16/19/20/21  10 -42.16 114.31 20.87   0.00
2/5/16/18/21/25      9 -44.24 114.31 20.87   0.00
2/10/16/19/20/21/22 10 -42.16 114.31 20.87   0.00
2/12/15/16/21/23/28 10 -42.16 114.31 20.87   0.00
2/11/16/21/28/30     9 -44.24 114.31 20.87   0.00
2/4/9/10/16/19/21   10 -42.16 114.32 20.88   0.00
2/4/9/11/16/21       9 -44.25 114.32 20.88   0.00
2/6/11/16/21/22      9 -44.25 114.32 20.88   0.00
2/6/7/16/21/29       9 -44.25 114.32 20.88   0.00
2/6/15/16/21/32     10 -42.16 114.32 20.88   0.00
2/4/6/16/21/33       9 -44.25 114.33 20.88   0.00
2/5/7/16/21/23       9 -44.25 114.33 20.89   0.00
2/11/15/16/18/21/30 10 -42.17 114.33 20.89   0.00
2/4/16/21/28/29      9 -44.25 114.33 20.89   0.00
2/12/16/18/21/23/24 10 -42.17 114.33 20.89   0.00
2/4/5/9/16/19/21    10 -42.17 114.33 20.89   0.00
2/4/11/16/21/28      9 -44.25 114.34 20.89   0.00
2/15/16/21/26/32    11 -39.88 114.34 20.90   0.00
2/6/13/16/19/21/30  11 -39.88 114.34 20.90   0.00
2/12/16/21/28/33     9 -44.26 114.34 20.90   0.00
2/7/16/18/21/28/29  10 -42.17 114.34 20.90   0.00
2/4/11/16/19/20/21  10 -42.17 114.34 20.90   0.00
2/16/19/21/22/24/30 10 -42.17 114.34 20.90   0.00
2/4/9/16/21/27       9 -44.26 114.35 20.90   0.00
1/2/16/21/24         8 -46.17 114.35 20.91   0.00
2/4/7/16/21/24       9 -44.26 114.35 20.91   0.00
2/5/12/16/19/21/22  10 -42.18 114.35 20.91   0.00
2/4/11/16/19/21/27  10 -42.18 114.35 20.91   0.00
2/8/9/16/18/21/23   10 -42.18 114.35 20.91   0.00
2/5/16/19/21/28/32  11 -39.89 114.35 20.91   0.00
2/6/16/18/20/21/27  10 -42.18 114.35 20.91   0.00
2/10/16/19/21/32/33 11 -39.89 114.35 20.91   0.00
2/15/16/21/25/29     9 -44.26 114.35 20.91   0.00
2/10/12/16/19/21/28 10 -42.18 114.35 20.91   0.00
2/4/5/6/16/19/21    10 -42.18 114.36 20.91   0.00
1/2/12/16/19/21/22  10 -42.18 114.36 20.92   0.00
2/8/16/18/20/21/25  10 -42.18 114.36 20.92   0.00
2/4/16/18/21/23/27  10 -42.18 114.36 20.92   0.00
2/9/10/16/19/21/24  10 -42.18 114.36 20.92   0.00
2/5/16/18/21/27      9 -44.27 114.36 20.92   0.00
2/4/15/16/18/21/28  10 -42.18 114.37 20.92   0.00
2/16/19/21/24/27/28 10 -42.18 114.37 20.92   0.00
2/7/16/18/21/23/27  10 -42.18 114.37 20.93   0.00
2/10/15/16/21/30     9 -44.27 114.37 20.93   0.00
2/7/15/16/21/33      9 -44.27 114.37 20.93   0.00
2/6/16/18/21/23/25  10 -42.19 114.37 20.93   0.00
2/7/9/16/20/21       9 -44.27 114.37 20.93   0.00
2/6/8/11/16/21       9 -44.27 114.37 20.93   0.00
2/16/21/24/32        9 -44.28 114.38 20.94   0.00
1/2/11/16/21/23      9 -44.28 114.38 20.94   0.00
2/5/13/15/16/19/21  11 -39.90 114.38 20.94   0.00
2/8/15/16/18/21/23  10 -42.19 114.38 20.94   0.00
2/6/12/16/18/21/25  10 -42.19 114.38 20.94   0.00
1/2/4/11/16/21       9 -44.28 114.38 20.94   0.00
2/15/16/21/27/32    10 -42.19 114.38 20.94   0.00
2/15/16/21/29/30     9 -44.28 114.38 20.94   0.00
1/2/5/6/16/19/21    10 -42.19 114.38 20.94   0.00
2/9/16/18/21/24/28  10 -42.19 114.38 20.94   0.00
2/11/15/16/21/32    10 -42.19 114.39 20.94   0.00
1/2/4/16/19/21/33   10 -42.19 114.39 20.94   0.00
2/9/16/18/21/22/23  10 -42.19 114.39 20.95   0.00
2/10/16/19/21/29/32 11 -39.91 114.39 20.95   0.00
2/4/16/20/21/29      9 -44.28 114.39 20.95   0.00
2/15/16/21/27/33     9 -44.28 114.39 20.95   0.00
2/8/11/16/18/21/23  10 -42.20 114.39 20.95   0.00
2/7/8/16/20/21       9 -44.28 114.39 20.95   0.00
2/6/9/15/16/20/21   10 -42.20 114.39 20.95   0.00
2/6/7/11/12/16/21   10 -42.20 114.40 20.95   0.00
2/4/16/21/25/27      9 -44.28 114.40 20.95   0.00
2/7/11/16/21/25/30  10 -42.20 114.40 20.96   0.00
2/10/12/15/16/21     9 -44.29 114.40 20.96   0.00
2/10/16/21/30        8 -46.20 114.40 20.96   0.00
2/8/16/21/25/28      9 -44.29 114.40 20.96   0.00
2/7/11/12/15/16/21  10 -42.20 114.40 20.96   0.00
2/4/6/7/16/21/32    11 -39.91 114.40 20.96   0.00
2/7/16/20/21/25      9 -44.29 114.40 20.96   0.00
2/16/18/21/23/27/28 10 -42.20 114.40 20.96   0.00
2/7/11/16/21/24/28  10 -42.20 114.40 20.96   0.00
2/3/10/15/16/19/21  10 -42.20 114.40 20.96   0.00
2/12/15/16/21/28/32 11 -39.92 114.40 20.96   0.00
2/10/16/18/21/23/28 10 -42.20 114.40 20.96   0.00
2/16/19/20/21/24/28 10 -42.20 114.41 20.96   0.00
2/16/17/19/21/28/29 10 -42.20 114.41 20.97   0.00
2/6/15/16/18/21/27  10 -42.21 114.41 20.97   0.00
2/6/9/16/19/21/26   11 -39.92 114.41 20.97   0.00
2/6/12/15/16/21/28  10 -42.21 114.42 20.97   0.00
2/15/16/21/23/32    10 -42.21 114.42 20.98   0.00
1/2/16/19/21/23/24  10 -42.21 114.42 20.98   0.00
2/7/9/16/18/20/21   10 -42.21 114.42 20.98   0.00
2/4/12/16/21/27      9 -44.30 114.42 20.98   0.00
2/7/16/21/25/30      9 -44.30 114.42 20.98   0.00
2/6/15/16/18/21/25  10 -42.21 114.42 20.98   0.00
2/7/13/16/19/21/22  11 -39.93 114.43 20.98   0.00
2/12/16/19/21/24/28 10 -42.21 114.43 20.99   0.00
1/2/10/11/16/19/21  10 -42.21 114.43 20.99   0.00
2/4/10/16/19/21/30  10 -42.21 114.43 20.99   0.00
1/2/10/16/19/21/33  10 -42.22 114.43 20.99   0.00
2/4/8/16/18/21/25   10 -42.22 114.43 20.99   0.00
2/12/16/19/21/27/33 10 -42.22 114.43 20.99   0.00
2/4/12/16/19/21/22  10 -42.22 114.43 20.99   0.00
2/6/16/19/21/26/29  11 -39.93 114.43 20.99   0.00
2/16/19/21/23/31    11 -39.94 114.44 21.00   0.00
1/2/15/16/21/22/23  10 -42.22 114.44 21.00   0.00
2/9/12/16/21/28/29  10 -42.22 114.44 21.00   0.00
2/8/14/16/19/21/33  11 -39.94 114.44 21.00   0.00
2/10/16/19/20/21/27 10 -42.22 114.44 21.00   0.00
2/7/9/16/21/32      10 -42.22 114.45 21.00   0.00
1/2/16/19/21/24/28  10 -42.22 114.45 21.00   0.00
2/7/8/16/21/30       9 -44.31 114.45 21.01   0.00
2/7/16/21/25/27      9 -44.31 114.45 21.01   0.00
1/2/4/9/16/21        9 -44.31 114.45 21.01   0.00
1/2/3/16/19/21       9 -44.31 114.45 21.01   0.00
2/4/7/16/18/21/29   10 -42.23 114.45 21.01   0.00
2/15/16/21/24/27     9 -44.32 114.46 21.01   0.00
2/6/16/18/21/23/30  10 -42.23 114.46 21.02   0.00
2/6/16/17/21         8 -46.23 114.46 21.02   0.00
2/4/16/20/21/25      9 -44.32 114.46 21.02   0.00
2/11/16/17/19/21/32 11 -39.95 114.46 21.02   0.00
2/16/18/21/25/28/30 10 -42.23 114.46 21.02   0.00
2/16/21/23/25/27     9 -44.32 114.47 21.03   0.00
2/12/16/17/19/21/25 10 -42.23 114.47 21.03   0.00
2/4/15/16/21/24      9 -44.32 114.47 21.03   0.00
2/10/16/19/21/27/33 10 -42.24 114.47 21.03   0.00
2/16/21/25/28/32    10 -42.24 114.47 21.03   0.00
2/6/9/11/16/18/21   10 -42.24 114.47 21.03   0.00
2/10/16/19/21/22/27 10 -42.24 114.47 21.03   0.00
2/6/9/12/16/18/21   10 -42.24 114.48 21.03   0.00
2/7/16/21/30/32     10 -42.24 114.48 21.04   0.00
2/16/21/22/33        8 -46.24 114.48 21.04   0.00
1/2/10/16/19/21/32  11 -39.96 114.48 21.04   0.00
1/2/16/21/33         8 -46.24 114.48 21.04   0.00
2/6/13/15/16/21     10 -42.24 114.48 21.04   0.00
1/2/5/16/19/21/29   10 -42.24 114.48 21.04   0.00
2/8/15/16/21/29      9 -44.33 114.48 21.04   0.00
2/6/14/16/21         9 -44.33 114.48 21.04   0.00
2/16/19/21/24/27/30 10 -42.24 114.48 21.04   0.00
2/6/7/15/16/21/28   10 -42.24 114.49 21.04   0.00
2/4/11/15/16/18/21  10 -42.24 114.49 21.04   0.00
2/4/6/10/16/21       9 -44.33 114.49 21.05   0.00
2/8/16/21/23/24      9 -44.33 114.49 21.05   0.00
2/16/17/19/20/21/25 10 -42.25 114.49 21.05   0.00
2/11/15/16/21/25/28 10 -42.25 114.49 21.05   0.00
2/9/15/16/18/21/30  10 -42.25 114.49 21.05   0.00
1/2/15/16/18/21/23  10 -42.25 114.49 21.05   0.00
1/2/6/16/21/23       9 -44.34 114.50 21.05   0.00
2/15/16/19/21/25/31 12 -37.45 114.50 21.06   0.00
2/16/19/21/24/29/32 11 -39.96 114.50 21.06   0.00
2/7/15/16/21/24      9 -44.34 114.50 21.06   0.00
2/4/10/16/18/20/21  10 -42.25 114.50 21.06   0.00
2/4/10/12/16/18/21  10 -42.25 114.50 21.06   0.00
2/5/10/16/19/21/23  10 -42.25 114.50 21.06   0.00
2/6/7/16/21/23/28   10 -42.25 114.50 21.06   0.00
2/7/16/21/27/32     10 -42.25 114.50 21.06   0.00
2/6/9/11/16/21       9 -44.34 114.50 21.06   0.00
2/12/16/18/21/23/25 10 -42.25 114.50 21.06   0.00
2/5/8/16/21          8 -46.26 114.51 21.07   0.00
2/12/15/16/21/24     9 -44.34 114.51 21.07   0.00
2/6/9/16/21/27       9 -44.34 114.51 21.07   0.00
2/8/16/18/21/22/28  10 -42.26 114.52 21.07   0.00
2/15/16/18/21/23/30 10 -42.26 114.52 21.07   0.00
1/2/4/7/15/16/21    10 -42.26 114.52 21.08   0.00
2/4/14/16/18/21     10 -42.26 114.52 21.08   0.00
2/4/10/16/21/32     10 -42.26 114.52 21.08   0.00
2/9/12/15/16/18/21  10 -42.26 114.52 21.08   0.00
2/14/16/21/28        9 -44.35 114.52 21.08   0.00
2/4/13/15/16/19/21  11 -39.97 114.52 21.08   0.00
2/12/16/18/21/22/23 10 -42.26 114.52 21.08   0.00
2/12/16/19/21/24/32 11 -39.98 114.52 21.08   0.00
2/7/16/18/20/21/22  10 -42.26 114.52 21.08   0.00
2/9/16/19/21/23/26  11 -39.98 114.53 21.09   0.00
2/14/15/16/17/19/21 11 -39.98 114.53 21.09   0.00
2/10/12/16/19/21/32 11 -39.98 114.53 21.09   0.00
2/7/11/16/21/22/25  10 -42.27 114.53 21.09   0.00
2/7/14/16/19/21/22  11 -39.98 114.54 21.09   0.00
2/7/16/19/20/21/26  11 -39.98 114.54 21.10   0.00
2/15/16/21/25/32    10 -42.27 114.54 21.10   0.00
2/9/15/16/18/21/27  10 -42.27 114.54 21.10   0.00
2/7/12/16/18/20/21  10 -42.27 114.54 21.10   0.00
2/5/16/19/21/30/32  11 -39.99 114.55 21.11   0.00
